Species,Family,Average_Girth_m,Diameter_cm,Wood_Density,Basal_Area_cm2,Height_m
Ailanthus malabarica,Simaroubaceae,0.31,9.850651414045124,0.37,76.47395015565571,9.5
Jacaranda mimosifolia,Bignoniaceae,0.58,18.430251032729583,0.5,267.69861428056794,15
Jacaranda mimosifolia,Bignoniaceae,0.36,11.43946615824595,0.5,103.1324031235482,14
Peltophorum pterocarpum,Fabaceae,0.53,16.84143628852876,0.55,223.533117572567,14
Peltophorum pterocarpum,Fabaceae,0.68,21.60788052113124,0.55,367.9662284284621,15
Amoora lawii,Meliaceae,0.38,12.07499205592628,0.6799,114.90986891234844,14
Amoora lawii,Meliaceae,0.55,17.476962186209093,0.6799,240.7218514264917,12
Amoora lawii,Meliaceae,0.63,20.01906577693041,0.6799,315.8429845658663,18
Amoora lawii,Meliaceae,0.57,18.11248808388942,0.6799,258.54720505278397,14.5
Amoora lawii,Meliaceae,0.58,18.430251032729583,0.6799,267.69861428056794,14
Amoora lawii,Meliaceae,0.53,16.84143628852876,0.6799,223.533117572567,15
Amoora lawii,Meliaceae,0.55,17.476962186209093,0.6799,240.7218514264917,13
Amoora lawii,Meliaceae,0.64,20.336828725770577,0.6799,325.94932345220167,14
Amoora lawii,Meliaceae,0.48,15.252621544327932,0.6799,183.34649444186343,12
Amoora lawii,Meliaceae,0.58,18.430251032729583,0.6799,267.69861428056794,15
Amoora lawii,Meliaceae,0.55,17.476962186209093,0.6799,240.7218514264917,13
Amoora lawii,Meliaceae,0.67,21.290117572291074,0.6799,357.2232697697591,15
Lagerstroemia lanceolata,Lythraceae,0.38,12.07499205592628,0.579,114.90986891234844,14
Lagerstroemia lanceolata,Lythraceae,0.42,13.34604385128694,0.579,140.3746598070517,13
Lagerstroemia lanceolata,Lythraceae,0.47,14.934858595487766,0.579,175.7866346449984,14
Lagerstroemia lanceolata,Lythraceae,0.36,11.43946615824595,0.579,103.1324031235482,12.5
Lagerstroemia lanceolata,Lythraceae,0.53,16.84143628852876,0.579,223.533117572567,13
Lagerstroemia lanceolata,Lythraceae,0.64,20.336828725770577,0.579,325.94932345220167,13
Lagerstroemia lanceolata,Lythraceae,0.58,18.430251032729583,0.579,267.69861428056794,15
Lagerstroemia lanceolata,Lythraceae,0.55,17.476962186209093,0.579,240.7218514264917,13.5
Lagerstroemia lanceolata,Lythraceae,0.57,18.11248808388942,0.579,258.54720505278397,14
Lagerstroemia lanceolata,Lythraceae,0.37,11.757229107086117,0.579,108.94155854640236,13
Lagerstroemia lanceolata,Lythraceae,0.58,18.430251032729583,0.579,267.69861428056794,12.5
Lagerstroemia lanceolata,Lythraceae,0.55,17.476962186209093,0.579,240.7218514264917,13
Lagerstroemia lanceolata,Lythraceae,0.65,20.654591674610742,0.579,336.2148172816289,15
Lagerstroemia lanceolata,Lythraceae,0.67,21.290117572291074,0.579,357.2232697697591,15
Lagerstroemia lanceolata,Lythraceae,0.54,17.159199237368924,0.579,232.0479070279834,14
Amoora lawii,Meliaceae,0.58,18.430251032729583,0.6799,267.69861428056794,14
Amoora lawii,Meliaceae,0.63,20.01906577693041,0.6799,315.8429845658663,14
Amoora lawii,Meliaceae,0.53,16.84143628852876,0.6799,223.533117572567,15
Amoora lawii,Meliaceae,0.68,21.60788052113124,0.6799,367.9662284284621,14
Santalum album,Santalaceae,0.38,12.07499205592628,0.87,114.90986891234844,8.5
Santalum album,Santalaceae,0.26,8.261836669844296,0.87,53.79437076506063,6
Santalum album,Santalaceae,0.14,4.448681283762314,0.87,15.597184423005745,5.5
Jacaranda mimosifolia,Bignoniaceae,0.18,5.719733079122975,0.5,25.783100780887047,5.5
Santalum album,Santalaceae,0.25,7.9440737210041314,0.87,49.735919716217296,6
Eucalyptus tereticornis,Myrtaceae,1.14,36.22497616777884,0.7,1034.188820211136,20
Eucalyptus tereticornis,Myrtaceae,1.1,34.953924372418186,0.7,962.8874057059668,19
Eucalyptus tereticornis,Myrtaceae,0.88,27.96313949793454,0.7,616.2479396518188,20
Eucalyptus tereticornis,Myrtaceae,0.79,25.103272958373054,0.7,496.6429999182594,19
Mangifera indica,Anacardiaceae,0.735,23.355576739752145,0.68,429.8973956590958,6
Mangifera indica,Anacardiaceae,0.8320000000000001,26.437877343501754,0.68,550.8543566342208,5.5
Mangifera indica,Anacardiaceae,0.55,17.476962186209093,0.68,240.7218514264917,6.5
Mangifera indica,Anacardiaceae,0.48,15.252621544327932,0.68,183.34649444186343,5
Mangifera indica,Anacardiaceae,0.8440000000000001,26.81919288210995,0.68,566.8589777115418,6
Mangifera indica,Anacardiaceae,0.76,24.14998411185256,0.68,459.6394756493938,5.5
Mangifera indica,Anacardiaceae,0.8,25.421035907213223,0.68,509.29581789406507,4.5
Mangifera indica,Anacardiaceae,0.82,26.05656180489355,0.68,535.0789186749521,5.5
Mangifera indica,Anacardiaceae,0.6471428571428571,20.56380226065641,0.68,333.26557874433416,5.5
Mangifera indica,Anacardiaceae,0.648,20.59103908484271,0.68,334.1489861202961,6
Mangifera indica,Anacardiaceae,0.7083333333333333,22.508208876178372,0.68,399.2689110551888,5.5
Mangifera indica,Anacardiaceae,0.5616666666666666,17.847685626522612,0.68,251.04260738893697,5.5
Mangifera indica,Anacardiaceae,1.12,35.58945027009851,0.68,998.2198030723677,5
Mangifera indica,Anacardiaceae,0.818,25.99300921512552,0.68,532.4719607071069,6
Mangifera indica,Anacardiaceae,0.7757142857142857,24.64932588860139,0.68,478.8436307724719,6
Mangifera indica,Anacardiaceae,0.8085714285714286,25.693404149076223,0.68,520.2677647872166,6
Mangifera indica,Anacardiaceae,0.4975,15.808706704798222,0.68,196.95921566819212,5
Mangifera indica,Anacardiaceae,0.9366666666666668,29.763796208028815,0.68,698.1685256377306,6
Mangifera indica,Anacardiaceae,0.9033333333333332,28.704586378561594,0.68,649.3610097562158,5
Mangifera indica,Anacardiaceae,0.85,27.009850651414048,0.68,574.947231919472,6
Mangifera indica,Anacardiaceae,1.3166666666666669,41.83878826395509,0.68,1379.5638886618317,8
Peltophorum pterocarpum,Fabaceae,1.2,38.13155386081983,0.55,1145.9155902616465,13
Mangifera indica,Anacardiaceae,0.915,29.075309818875123,0.68,666.2424861505604,5
Mangifera indica,Anacardiaceae,1.19,37.81379091197966,0.68,1126.896574562165,6
Eucalyptus tereticornis,Myrtaceae,0.78,24.785510009532892,0.7,484.1493368855456,10
Mangifera indica,Anacardiaceae,0.8340000000000001,26.501429933269783,0.68,553.5058779861318,5.5
Mangifera indica,Anacardiaceae,0.965,30.664124563075944,0.68,741.0453094037512,7
Mangifera indica,Anacardiaceae,0.6483333333333333,20.601631183137386,0.68,334.49284921678736,6
Mangifera indica,Anacardiaceae,0.64,20.336828725770577,0.68,325.94932345220167,6
Mangifera indica,Anacardiaceae,0.76,24.14998411185256,0.68,459.6394756493938,6
Mangifera indica,Anacardiaceae,0.64,20.336828725770577,0.68,325.94932345220167,6
Mangifera indica,Anacardiaceae,0.765,24.30886558627264,0.68,465.70725785477225,6
Mangifera indica,Anacardiaceae,0.964,30.632348268191933,0.68,739.51025997763,6
Mangifera indica,Anacardiaceae,0.35333333333333333,11.227624192352506,0.68,99.34805225447424,4.5
Mangifera indica,Anacardiaceae,0.5066666666666666,16.099989407901706,0.68,204.28421139973057,5
Mangifera indica,Anacardiaceae,0.5983333333333334,19.012816438936557,0.68,284.88955861981344,6
Mangifera indica,Anacardiaceae,0.5720000000000001,18.176040673657457,0.68,260.36475450289345,5
Mangifera indica,Anacardiaceae,0.4320000000000001,13.727359389895142,0.68,148.5106604979094,4.5
Mangifera indica,Anacardiaceae,0.5233333333333333,16.629594322635313,0.68,217.9450106817849,5
Mangifera indica,Anacardiaceae,0.555,17.635843660629174,0.68,245.1185067294053,4.5
Mangifera indica,Anacardiaceae,0.50125,15.927867810613282,0.68,199.93964065718643,5.5
Mangifera indica,Anacardiaceae,0.424,13.473149030823006,0.68,143.06119524644288,5
Mangifera indica,Anacardiaceae,0.51,16.20591039084843,0.68,206.9810034910099,5
Mangifera indica,Anacardiaceae,0.6675,21.21067683508103,0.68,354.5623980649415,6
Mangifera indica,Anacardiaceae,0.375,11.916110581506196,0.68,111.90581936148892,5
Mangifera indica,Anacardiaceae,0.585,18.589132507149667,0.68,272.3340019981194,5
Mangifera indica,Anacardiaceae,0.4116666666666666,13.081241393920134,0.68,134.85949893185335,4
Mangifera indica,Anacardiaceae,0.6142857142857143,19.519724000181583,0.68,300.2831528335862,6
Mangifera indica,Anacardiaceae,0.5425,17.238639974578966,0.68,234.20147235169563,4
Mangifera indica,Anacardiaceae,0.7,22.243406418811567,0.68,389.9296105751436,6
Mangifera indica,Anacardiaceae,0.536,17.032094057832857,0.68,228.62289265264585,5
Mangifera indica,Anacardiaceae,0.49666666666666665,15.78222645906154,0.68,196.2999384212871,4
Mangifera indica,Anacardiaceae,0.6333333333333333,20.12498675987713,0.68,319.194080312079,4
Psidium guajava,Myrtaceae,0.1,3.177629488401653,0.67,7.957747154594767,2.5
Psidium guajava,Myrtaceae,0.1,3.177629488401653,0.67,7.957747154594767,2.5
Psidium guajava,Myrtaceae,0.1,3.177629488401653,0.67,7.957747154594767,3.5
Manilkara zapota,Sapotaceae,0.15,4.7664442326024785,0.81,17.904931097838226,4
